id,season,city,date,match_type,player_of_match,venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,target_runs,target_overs,super_over,method,umpire1,umpire2
494,2016,Hyderabad,2016-05-14,T20,SL Malinga,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Punjab Kings,runs,26,181,20,N,,umpire_A,umpire_B
495,2016,Chennai,2016-05-15,T20,A Nortje,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,34,167,20,N,,umpire_A,umpire_B
496,2017,Kolkata,2017-03-22,T20,A Nehra,"Eden Gardens, Kolkata",Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,9,171,20,N,,umpire_A,umpire_B
497,2017,Kolkata,2017-03-23,T20,RK Singh,"Eden Gardens, Kolkata",Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Rajasthan Royals,runs,13,183,20,N,,umpire_A,umpire_B
498,2017,Mohali,2017-03-24,T20,RG Sharma,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,runs,17,194,20,N,,umpire_A,umpire_B
499,2017,Kolkata,2017-03-25,T20,WP Saha,"Eden Gardens, Kolkata",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,wickets,7,152,20,N,,umpire_A,umpire_B
500,2017,Bengaluru,2017-03-26,T20,AM Rahane,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,60,220,20,N,,umpire_A,umpire_B
501,2017,Chennai,2017-03-27,T20,AD Russell,"MA Chidambaram Stadium, Chennai",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Rajasthan Royals,runs,9,207,20,N,,umpire_A,umpire_B
502,2017,Kolkata,2017-03-28,T20,RV Uthappa,"Eden Gardens, Kolkata",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8,157,20,N,,umpire_A,umpire_B
503,2017,Ahmedabad,2017-03-29,T20,RP Singh,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6,155,20,N,,umpire_A,umpire_B
504,2017,Ahmedabad,2017-03-30,T20,RP Singh,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4,162,20,N,,umpire_A,umpire_B
505,2017,Chennai,2017-03-31,T20,SR Watson,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3,172,20,N,,umpire_A,umpire_B
506,2017,Ahmedabad,2017-04-01,T20,DJ Bravo,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bengaluru,Punjab Kings,Punjab Kings,field,,no result,0,0,20,N,,umpire_A,umpire_B
507,2017,Chennai,2017-04-02,T20,V Kohli,"MA Chidambaram Stadium, Chennai",Punjab Kings,Royal Challengers Bengaluru,Punjab Kings,field,Punjab Kings,wickets,6,182,20,N,,umpire_A,umpire_B
508,2017,Jaipur,2017-04-03,T20,SP Narine,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,Rajasthan Royals,runs,17,172,20,N,,umpire_A,umpire_B
509,2017,Ahmedabad,2017-04-04,T20,Avesh Khan,"Narendra Modi Stadium, Ahmedabad",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4,176,20,N,,umpire_A,umpire_B
510,2017,Lucknow,2017-04-05,T20,B Kumar,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Punjab Kings,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,8,162,20,N,,umpire_A,umpire_B
511,2017,Bengaluru,2017-04-06,T20,KL Rahul,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,wickets,3,177,20,N,,umpire_A,umpire_B
512,2017,Delhi,2017-04-07,T20,F du Plessis,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,Punjab Kings,runs,50,222,20,N,,umpire_A,umpire_B
513,2017,Bengaluru,2017-04-08,T20,KA Pollard,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Sunrisers Hyderabad,runs,19,192,20,N,,umpire_A,umpire_B
514,2017,Jaipur,2017-04-09,T20,IK Pathan,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Chennai Super Kings,Punjab Kings,field,Punjab Kings,wickets,2,161,20,N,,umpire_A,umpire_B
515,2017,Mohali,2017-04-10,T20,Rashid Khan,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Punjab Kings,runs,54,197,20,N,,umpire_A,umpire_B
516,2017,Kolkata,2017-04-11,T20,KS Williamson,"Eden Gardens, Kolkata",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,47,184,20,N,,umpire_A,umpire_B
517,2017,Delhi,2017-04-12,T20,SL Malinga,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,3,156,20,N,,umpire_A,umpire_B
518,2017,Mumbai,2017-04-13,T20,SV Samson,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,runs,64,194,20,N,,umpire_A,umpire_B
519,2017,Lucknow,2017-04-14,T20,A Nortje,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,runs,7,178,20,N,,umpire_A,umpire_B
520,2017,Hyderabad,2017-04-15,T20,KV Sharma,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,41,196,20,N,,umpire_A,umpire_B
521,2017,Mumbai,2017-04-16,T20,SK Raina,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,5,155,20,N,,umpire_A,umpire_B
522,2017,Ahmedabad,2017-04-17,T20,RV Uthappa,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5,167,20,N,,umpire_A,umpire_B
523,2017,Lucknow,2017-04-18,T20,RG Sharma,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,8,164,20,N,,umpire_A,umpire_B
524,2017,Mohali,2017-04-19,T20,SP Narine,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,,no result,0,0,20,N,,umpire_A,umpire_B
525,2017,Lucknow,2017-04-20,T20,AB de Villiers,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,wickets,5,103,20,N,,umpire_A,umpire_B
526,2017,Lucknow,2017-04-21,T20,Tilak Varma,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,64,166,20,N,,umpire_A,umpire_B
527,2017,Mumbai,2017-04-22,T20,A Nehra,"Wankhede Stadium, Mumbai",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,19,167,20,N,,umpire_A,umpire_B
528,2017,Mumbai,2017-04-23,T20,HH Pandya,"Wankhede Stadium, Mumbai",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,runs,57,209,20,N,,umpire_A,umpire_B
529,2017,Mumbai,2017-04-24,T20,T Natarajan,"Wankhede Stadium, Mumbai",Punjab Kings,Rajasthan Royals,Punjab Kings,field,Rajasthan Royals,runs,10,159,20,N,,umpire_A,umpire_B
530,2017,Chennai,2017-04-25,T20,Tilak Varma,"MA Chidambaram Stadium, Chennai",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Punjab Kings,wickets,5,169,20,N,,umpire_A,umpire_B
531,2017,Delhi,2017-04-26,T20,Shubman Gill,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,11,166,20,N,,umpire_A,umpire_B
532,2017,Mohali,2017-04-27,T20,SV Samson,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,runs,32,186,20,N,,umpire_A,umpire_B
533,2017,Kolkata,2017-04-28,T20,Shubman Gill,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,109,20,N,,umpire_A,umpire_B
534,2017,Jaipur,2017-04-29,T20,RP Singh,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3,169,20,N,,umpire_A,umpire_B
535,2017,Mohali,2017-04-30,T20,YS Chahal,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,runs,5,181,20,N,,umpire_A,umpire_B
536,2017,Mumbai,2017-05-01,T20,Q de Kock,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Delhi Capitals,runs,18,157,20,N,,umpire_A,umpire_B
537,2017,Mumbai,2017-05-02,T20,Z Khan,"Wankhede Stadium, Mumbai",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,runs,15,178,20,N,,umpire_A,umpire_B
538,2017,Bengaluru,2017-05-03,T20,SV Samson,"M Chinnaswamy Stadium, Bengaluru",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,1,147,20,N,,umpire_A,umpire_B
539,2017,Lucknow,2017-05-04,T20,IK Pathan,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,24,163,20,N,,umpire_A,umpire_B
540,2017,Hyderabad,2017-05-05,T20,AM Rahane,"Rajiv Gandhi International Stadium, Hyderabad",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Chennai Super Kings,wickets,7,160,20,N,,umpire_A,umpire_B
541,2017,Mumbai,2017-05-06,T20,B Kumar,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,runs,4,166,20,N,,umpire_A,umpire_B
542,2017,Mumbai,2017-05-07,T20,A Nehra,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,wickets,10,174,20,N,,umpire_A,umpire_B
543,2017,Jaipur,2017-05-08,T20,Harbhajan Singh,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Punjab Kings,Punjab Kings,field,Chennai Super Kings,runs,55,208,20,N,,umpire_A,umpire_B
544,2017,Bengaluru,2017-05-09,T20,PA Patel,"M Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6,124,20,N,,umpire_A,umpire_B
545,2017,Jaipur,2017-05-10,T20,RA Jadeja,"Sawai Mansingh Stadium, Jaipur",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,16,175,20,N,,umpire_A,umpire_B
546,2017,Hyderabad,2017-05-11,T20,DP Conway,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,runs,24,172,20,N,,umpire_A,umpire_B
547,2017,Hyderabad,2017-05-12,T20,RV Uthappa,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,5,157,20,N,,umpire_A,umpire_B
548,2017,Mumbai,2017-05-13,T20,B Kumar,"Wankhede Stadium, Mumbai",Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,runs,3,179,20,N,,umpire_A,umpire_B
549,2017,Lucknow,2017-05-14,T20,SE Marsh,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Mumbai Indians,wickets,7,159,20,N,,umpire_A,umpire_B
550,2017,Mumbai,2017-05-15,T20,PA Patel,"Wankhede Stadium, Mumbai",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,5,158,20,N,,umpire_A,umpire_B
551,2018,Mumbai,2018-03-22,T20,YS Chahal,"Wankhede Stadium, Mumbai",Delhi Capitals,Punjab Kings,Punjab Kings,bat,Punjab Kings,runs,16,164,20,N,,umpire_A,umpire_B
552,2018,Mohali,2018-03-23,T20,JJ Bumrah,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,72,218,20,N,,umpire_A,umpire_B
553,2018,Chennai,2018-03-24,T20,YBK Jaiswal,"MA Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,69,171,20,N,,umpire_A,umpire_B
554,2018,Kolkata,2018-03-25,T20,SK Raina,"Eden Gardens, Kolkata",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,4,162,20,N,,umpire_A,umpire_B
555,2018,Mohali,2018-03-26,T20,RV Uthappa,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,runs,39,189,20,N,,umpire_A,umpire_B
556,2018,Ahmedabad,2018-03-27,T20,T Natarajan,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,Sunrisers Hyderabad,wickets,4,175,20,N,,umpire_A,umpire_B
557,2018,Kolkata,2018-03-28,T20,JC Buttler,"Eden Gardens, Kolkata",Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,25,195,20,N,,umpire_A,umpire_B
558,2018,Delhi,2018-03-29,T20,AM Mishra,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,Delhi Capitals,runs,27,166,20,N,,umpire_A,umpire_B
559,2018,Kolkata,2018-03-30,T20,Mohammed Shami,"Eden Gardens, Kolkata",Punjab Kings,Delhi Capitals,Punjab Kings,bat,Delhi Capitals,wickets,6,145,20,N,,umpire_A,umpire_B
560,2018,Hyderabad,2018-03-31,T20,JC Buttler,"Rajiv Gandhi International Stadium, Hyderabad",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,43,171,20,N,,umpire_A,umpire_B
561,2018,Jaipur,2018-04-01,T20,Tilak Varma,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,16,159,20,N,,umpire_A,umpire_B
562,2018,Lucknow,2018-04-02,T20,PP Chawla,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Chennai Super Kings,Royal Challengers Bengaluru,field,Chennai Super Kings,runs,12,164,20,N,,umpire_A,umpire_B
563,2018,Kolkata,2018-04-03,T20,Avesh Khan,"Eden Gardens, Kolkata",Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,field,Mumbai Indians,wickets,2,182,20,N,,umpire_A,umpire_B
564,2018,Kolkata,2018-04-04,T20,JJ Bumrah,"Eden Gardens, Kolkata",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,58,206,20,N,,umpire_A,umpire_B
565,2018,Bengaluru,2018-04-05,T20,Mohammed Shami,"M Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Chennai Super Kings,wickets,4,152,20,N,,umpire_A,umpire_B
566,2018,Jaipur,2018-04-06,T20,JC Buttler,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,6,181,20,N,,umpire_A,umpire_B
567,2018,Mohali,2018-04-07,T20,KS Williamson,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,25,179,20,N,,umpire_A,umpire_B
568,2018,Ahmedabad,2018-04-08,T20,NV Ojha,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Rajasthan Royals,wickets,6,163,20,N,,umpire_A,umpire_B
569,2018,Kolkata,2018-04-09,T20,BB McCullum,"Eden Gardens, Kolkata",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,2,164,20,N,,umpire_A,umpire_B
570,2018,Lucknow,2018-04-10,T20,RG Sharma,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Mumbai Indians,Punjab Kings,bat,Punjab Kings,runs,20,183,20,N,,umpire_A,umpire_B
571,2018,Mohali,2018-04-11,T20,RK Singh,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,68,203,20,N,,umpire_A,umpire_B
572,2018,Hyderabad,2018-04-12,T20,DL Chahar,"Rajiv Gandhi International Stadium, Hyderabad",Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,wickets,5,148,20,N,,umpire_A,umpire_B
573,2018,Kolkata,2018-04-13,T20,Avesh Khan,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,49,194,20,N,,umpire_A,umpire_B
574,2018,Mohali,2018-04-14,T20,SS Iyer,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,runs,16,202,20,N,,umpire_A,umpire_B
575,2018,Mohali,2018-04-15,T20,M Morkel,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,runs,65,187,20,N,,umpire_A,umpire_B
576,2018,Mohali,2018-04-16,T20,RA Jadeja,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Chennai Super Kings,Punjab Kings,field,Chennai Super Kings,runs,34,177,20,N,,umpire_A,umpire_B
577,2018,Kolkata,2018-04-17,T20,AB de Villiers,"Eden Gardens, Kolkata",Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Delhi Capitals,runs,1,154,20,N,,umpire_A,umpire_B
578,2018,Bengaluru,2018-04-18,T20,DL Chahar,"M Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Royal Challengers Bengaluru,wickets,3,134,20,N,,umpire_A,umpire_B
579,2018,Bengaluru,2018-04-19,T20,T Natarajan,"M Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,23,203,20,N,,umpire_A,umpire_B
580,2018,Chennai,2018-04-20,T20,AM Mishra,"MA Chidambaram Stadium, Chennai",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,2,140,20,N,,umpire_A,umpire_B
581,2018,Lucknow,2018-04-21,T20,M Morkel,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Rajasthan Royals,runs,6,164,20,N,,umpire_A,umpire_B
582,2018,Ahmedabad,2018-04-22,T20,A Nehra,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8,137,20,N,,umpire_A,umpire_B
583,2018,Kolkata,2018-04-23,T20,SR Watson,"Eden Gardens, Kolkata",Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,4,192,20,N,,umpire_A,umpire_B
584,2018,Delhi,2018-04-24,T20,RV Uthappa,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,6,172,20,N,,umpire_A,umpire_B
585,2018,Chennai,2018-04-25,T20,KV Sharma,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Mumbai Indians,runs,26,185,20,N,,umpire_A,umpire_B
586,2018,Jaipur,2018-04-26,T20,AM Mishra,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,7,191,20,N,,umpire_A,umpire_B
587,2018,Mumbai,2018-04-27,T20,RP Singh,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Sunrisers Hyderabad,runs,2,164,20,N,,umpire_A,umpire_B
588,2018,Ahmedabad,2018-04-28,T20,WP Saha,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,9,198,20,N,,umpire_A,umpire_B
589,2018,Kolkata,2018-04-29,T20,SP Narine,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,runs,6,176,20,N,,umpire_A,umpire_B
590,2018,Lucknow,2018-04-30,T20,RK Singh,"Ekana Cricket Stadium, Lucknow",Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,bat,Royal Challengers Bengaluru,wickets,3,181,20,N,,umpire_A,umpire_B
591,2018,Mohali,2018-05-01,T20,WP Saha,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,35,165,20,N,,umpire_A,umpire_B
592,2018,Mumbai,2018-05-02,T20,SE Marsh,"Wankhede Stadium, Mumbai",Delhi Capitals,Chennai Super Kings,Delhi Capitals,field,Chennai Super Kings,runs,6,192,20,N,,umpire_A,umpire_B
593,2018,Hyderabad,2018-05-03,T20,AM Rahane,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Delhi Capitals,Punjab Kings,bat,Delhi Capitals,wickets,7,188,20,N,,umpire_A,umpire_B
594,2018,Mumbai,2018-05-04,T20,PP Chawla,"Wankhede Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Chennai Super Kings,runs,8,162,20,N,,umpire_A,umpire_B
595,2018,Bengaluru,2018-05-05,T20,SP Narine,"M Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,36,189,20,N,,umpire_A,umpire_B
596,2018,Chennai,2018-05-06,T20,JJ Bumrah,"MA Chidambaram Stadium, Chennai",Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,13,210,20,N,,umpire_A,umpire_B
597,2018,Mumbai,2018-05-07,T20,Shubman Gill,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bengaluru,wickets,5,159,20,N,,umpire_A,umpire_B
598,2018,Lucknow,2018-05-08,T20,RP Singh,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Royal Challengers Bengaluru,Sunrisers Hyderabad,field,Royal Challengers Bengaluru,runs,31,205,20,N,,umpire_A,umpire_B
599,2018,Mohali,2018-05-09,T20,A Nortje,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Mumbai Indians,Punjab Kings,bat,Mumbai Indians,wickets,5,181,20,N,,umpire_A,umpire_B
600,2018,Lucknow,2018-05-10,T20,A Nortje,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,Rajasthan Royals,wickets,2,144,20,N,,umpire_A,umpire_B
601,2018,Mohali,2018-05-11,T20,Rashid Khan,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Delhi Capitals,Punjab Kings,bat,Punjab Kings,runs,49,179,20,N,,umpire_A,umpire_B
602,2018,Hyderabad,2018-05-12,T20,BB McCullum,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7,152,20,N,,umpire_A,umpire_B
603,2018,Bengaluru,2018-05-13,T20,AM Rahane,"M Chinnaswamy Stadium, Bengaluru",Punjab Kings,Mumbai Indians,Punjab Kings,field,Mumbai Indians,runs,47,196,20,N,,umpire_A,umpire_B
604,2018,Jaipur,2018-05-14,T20,KA Pollard,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,8,190,20,N,,umpire_A,umpire_B
605,2018,Lucknow,2018-05-15,T20,IK Pathan,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Kings,wickets,4,155,20,N,,umpire_A,umpire_B
606,2019,Jaipur,2019-03-22,T20,Avesh Khan,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,10,179,20,N,,umpire_A,umpire_B
607,2019,Lucknow,2019-03-23,T20,Avesh Khan,"Ekana Cricket Stadium, Lucknow",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,7,137,20,N,,umpire_A,umpire_B
608,2019,Lucknow,2019-03-24,T20,AB de Villiers,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,6,149,20,N,,umpire_A,umpire_B
609,2019,Lucknow,2019-03-25,T20,RG Sharma,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,Punjab Kings,Mumbai Indians,bat,Punjab Kings,wickets,2,170,20,N,,umpire_A,umpire_B
610,2019,Delhi,2019-03-26,T20,AD Russell,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,wickets,7,142,20,N,,umpire_A,umpire_B
611,2019,Lucknow,2019-03-27,T20,YBK Jaiswal,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,,no result,0,0,20,N,,umpire_A,umpire_B
612,2019,Mumbai,2019-03-28,T20,T Natarajan,"Wankhede Stadium, Mumbai",Rajasthan Royals,Punjab Kings,Rajasthan Royals,field,Punjab Kings,runs,4,172,20,N,,umpire_A,umpire_B
